MSA,Origin (tooltip),label - RANK Immigrants Share,label - RANK Immigrants,RANK Immigrants Share,RANK Immigrants,Latitude (generated),Longitude (generated),Immigrant share,Immigrants,Round immigrants,Round total MSA population,Total MSA population
"Dallas-Fort Worth-Arlington, TX",Korea,th,th,27,9,32.744,-97.0689,0.003307977,23014,23000,6957000,6957123
"Columbus, OH",Korea,rd,th,43,29,40.0371,-82.8533,0.001956387,3903,4000,1995000,1995004
"Colorado Springs, CO",Korea,th,st,17,31,38.8203,-104.6919,0.005261071,3623,4000,689000,688643
"Cleveland-Elyria, OH",Korea,th,th,56,45,41.6183,-81.6755,0.001216998,2509,3000,2062000,2061630
"Cincinnati, OH-KY-IN",Korea,th,th,58,57,39.1013,-84.4863,0.000955083,2050,2000,2146000,2146410
"Chicago-Naperville-Elgin, IL-IN-WI",Korea,rd,th,23,4,41.703,-87.9363,0.004020614,38310,38000,9528000,9528396
"Charlotte-Concord-Gastonia, NC-SC",Korea,th,th,54,35,35.2588,-80.889,0.001369085,3260,3000,2381000,2381152
"Champaign-Urbana, IL",Korea,th,nd,6,52,40.3948,-88.1963,0.009795180,2318,2000,237000,236647
"Bridgeport-Stamford-Norwalk, CT",Korea,th,th,35,49,41.3084,-73.3137,0.002524378,2377,2000,942000,941618
"Boston-Cambridge-Newton, MA-NH",Korea,nd,th,32,15,42.5684,-71.1109,0.003034780,14351,14000,4729000,4728844
"Baltimore-Columbia-Towson, MD",Korea,th,th,11,11,39.216,-76.6747,0.006917971,19238,19000,2781000,2780873
"Austin-Round Rock, TX",Korea,th,th,34,24,30.2683,-97.6515,0.002548112,4950,5000,1943000,1942615
"Atlanta-Sandy Springs-Roswell, GA",Korea,th,th,14,6,33.7311,-84.4002,0.006119787,34349,34000,5613000,5612777
"Ann Arbor, MI",Korea,th,st,8,41,42.2529,-83.8375,0.007718902,2764,3000,358000,358082
"Anchorage, AK",Korea,th,th,9,38,62.1073,-149.9812,0.007404523,2947,3000,398000,398000
"Albany-Schenectady-Troy, NY",Korea,th,nd,29,42,42.8758,-73.7017,0.003127520,2750,3000,879000,879291
