MSA,Origin (tooltip),label - RANK Immigrants Share,label - RANK Immigrants,RANK Immigrants Share,RANK Immigrants,Latitude (generated),Longitude (generated),Immigrant share,Immigrants,Round immigrants,Round total MSA population,Total MSA population
"Miami-Fort Lauderdale-West Palm Beach, FL",Bahamas,st,st,1,1,26.0551,-80.4596,0.002276380,13492,13000,5927000,5926955
