MSA,Origin (tooltip),label - RANK Immigrants Share,label - RANK Immigrants,RANK Immigrants Share,RANK Immigrants,Latitude (generated),Longitude (generated),Immigrant share,Immigrants,Round immigrants,Round total MSA population,Total MSA population
"Providence-Warwick, RI-MA",Cape Verde,st,nd,1,2,41.6397,-71.3161,0.007276810,11711,12000,1609000,1609359
"Boston-Cambridge-Newton, MA-NH",Cape Verde,nd,st,2,1,42.5684,-71.1109,0.004515268,21352,21000,4729000,4728844
